nome;cultura;saco;preco
UROCHLOA BRIZANTHA BRS PAIAGUAS SBS PURA VC80 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA BRS PIATA SBS PURA VC80 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA BRS PIATA SBS PURA VC80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA BRS PIATA SBS PURA VC80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA BRS PIATA SBS PURA VC80 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA BRS PIATA SBS PURA VC80 20KG;Pecuária;20 kg;0
UROCHLOA BRIZANTHA BRS PIATA SBS ESCARIFICADA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS BRS TAMANI SBS PURA VC80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC75 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS BRS ZURI SBS PURA VC75 30KG;Pecuária;30 kg;0
SECALE CEREALE L CENTEIO IPR 89 SBS PURA VC80 40KG;Pecuária;40 kg;0
ELEUSINE CORACANA CORACANA SBS PURA VC80 25KG;Agricultura;25 kg;0
CRAMBE ABYSSINICA HOCHST CRAMBE SBS 1000KG;Agricultura;1000 kg;0
CRAMBE ABYSSINICA HOCHST CRAMBE SBS 25KG;Agricultura;25 kg;0
CRAMBE ABYSSINICA HOCHST CRAMBE SBS 500KG;Agricultura;500 kg;0
"CRAMBE ABYSSINICA, CV. CRAMBE  25KG";Agricultura;25 kg;0
"CRAMBE ABYSSINICA, CV. CRAMBE  400KG";Agricultura;400 kg;0
"CRAMBE ABYSSINICA, VC CRAMBE - 25 KG";Agricultura;25 kg;0
CRAMBE ABYSSINICA HOCHST CRAMBE SBS 15KG;Agricultura;15 kg;0
"VICIA SATIVA L. (ERVILHACA COMUM), CV EMBRAPA DPFA E05";Pecuária;—;0
VICIA SATIVA L ERVILHACA COMUM SBS 1000KG;Pecuária;1000 kg;0
VICIA SATIVA L ERVILHACA COMUM SBS 25KG;Pecuária;25 kg;0
VICIA SATIVA L ERVILHACA COMUM SBS 500KG;Pecuária;500 kg;0
CANAVALIA ENSIFORMIS (L) DC FEIJAO DE PORCO SBS 1000KG;Pecuária;1000 kg;0
CANAVALIA ENSIFORMIS (L) DC FEIJAO DE PORCO SBS 25KG;Pecuária;25 kg;0
CANAVALIA ENSIFORMIS (L) DC FEIJAO DE PORCO SBS 500KG;Pecuária;500 kg;0
"FEIJAO DE PORCO, CV COMUM";Pecuária;—;0
FEIJAO GRANEL;Pecuária;—;0
CAJANUS CAJAN FEIJAO GUANDU ANAO IAPAR43 SBS 1000KG;Pecuária;1000 kg;0
CAJANUS CAJAN FEIJAO GUANDU ANAO IAPAR43 SBS 25KG;Pecuária;25 kg;0
CAJANUS CAJAN FEIJAO GUANDU ANAO IAPAR43 SBS 500KG;Pecuária;500 kg;0
CAJANUS CAJAN FEIJAO GUANDU FAVA LARGA SBS 1000KG;Pecuária;1000 kg;0
CAJANUS CAJAN FEIJAO GUANDU FAVA LARGA SBS 25KG;Pecuária;25 kg;0
CAJANUS CAJAN FEIJAO GUANDU FAVA LARGA SBS 500KG;Pecuária;500 kg;0
"FEIJAO GUANDU (CAJANUS CAJAN), CV IAPAR 43 - FAVA LARGA  50 KG";Pecuária;50 kg;0
"FEIJAO GUANDU ANAO, CV IAPAR 43";Pecuária;—;0
CAJANUS CAJAN BRS GUATA SBS 40KG;Pecuária;40 kg;0
HELIANTHUS ANNUUS MULTISSOL SBS PURA VC100 20KG;Pecuária;20 kg;0
GIRASSOL;Pecuária;—;0
HELIANTHUS ANNUUS MULTISSOL SBS PURA VC100 25KG;Pecuária;25 kg;0
UROCHLOA HUMIDICOLA HUMIDICOLA SBS PURA VC60 1000KG;Pecuária;1000 kg;0
UROCHLOA HUMIDICOLA HUMIDICOLA SBS PURA VC60 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA HUMIDICOLA SBS PURA VC60 30KG;Pecuária;30 kg;0
UROCHLOA HUMIDICOLA HUMIDICOLA SBS PURA VC60 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS PURA VC80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS PURA VC80 02KG;Pecuária;02 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS PURA VC80 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS PURA VC80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS PURA VC80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA BRS RB331 IPYPORA SBS PURA VC80 500KG;Pecuária;500 kg;0
CROTALARIA JUNCEA 25KG;Pecuária;25 kg;0
CROTALARIA JUNCEA SBS 1000KG;Pecuária;1000 kg;0
CROTALARIA JUNCEA SBS 25KG;Pecuária;25 kg;0
CROTALARIA JUNCEA SBS 500KG;Pecuária;500 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS PURA VC80 1000KG;Pecuária;1000 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS PURA VC80 10KG;Pecuária;10 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS PURA VC80 30KG;Pecuária;30 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS PURA VC80 500KG;Pecuária;500 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS PURA VC80 05KG;Pecuária;05 kg;0
UROCHLOA HUMIDICOLA LLANERO SBS PURA VC80 25KG;Pecuária;25 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 02KG;Pecuária;02 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA MARANDU SBS PURA VC80 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC75 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MASSAI SBS PURA VC72 15KG;Pecuária;15 kg;0
UROCHLOA BRIZANTHA MG-4 SBS PURA VC80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA MG-4 SBS PURA VC80 02KG;Pecuária;02 kg;0
UROCHLOA BRIZANTHA MG-4 SBS PURA VC80 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA MG-4 SBS PURA VC80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA MG-4 SBS PURA VC80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA MG-4 SBS PURA VC80 500KG;Pecuária;500 kg;0
UROCHLOA BRIZANTHA MG-5 SBS PURA VC80 01KG;Pecuária;01 kg;0
UROCHLOA BRIZANTHA MG-5 SBS PURA VC80 02KG;Pecuária;02 kg;0
UROCHLOA BRIZANTHA MG-5 SBS PURA VC80 1000KG;Pecuária;1000 kg;0
UROCHLOA BRIZANTHA MG-5 SBS PURA VC80 10KG;Pecuária;10 kg;0
UROCHLOA BRIZANTHA MG-5 SBS PURA VC80 30KG;Pecuária;30 kg;0
UROCHLOA BRIZANTHA MG-5 SBS PURA VC80 500KG;Pecuária;500 kg;0
PENNISETUM GLAUCUM CV MILHETO VC 75 1000KG;Pecuária;1000 kg;0
PENNISETUM GLAUCUM CV MILHETO VC 75 10KG;Pecuária;10 kg;0
PENNISETUM GLAUCUM CV MILHETO VC 75 25KG;Pecuária;25 kg;0
PENNISETUM GLAUCUM CV MILHETO VC 75 500KG;Pecuária;500 kg;0
PENNISETUM GLAUCUM MILHETO TENAZ SBS PURA VC75 25KG;Pecuária;25 kg;0
CENCHRUS AMERICANUS (L.) MORRONE = PENNISETUM GLAUCUM (L.)MR.BR MILHETO ADR 300 SBS PURA VC80 25KG;Pecuária;25 kg;0
CENCHRUS AMERICANUS (L.) MORRONE = PENNISETUM GLAUCUM (L.)MR.BR MILHETO ADR 300 SBS PURA VC80 1000KG;Pecuária;1000 kg;0
CENCHRUS AMERICANUS (L.) MORRONE = PENNISETUM GLAUCUM (L.)MR.BR MILHETO ADR 300 SBS PURA VC80 500KG;Pecuária;500 kg;0
PENNISETUM GLAUCUM CV MILHETO BRS 1501;Pecuária;—;0
PENNISETUM GLAUCUM MILHETO BRS1501 SBS PURA VC75 1000KG;Pecuária;1000 kg;0
PENNISETUM GLAUCUM MILHETO BRS1501 SBS PURA VC75 25KG;Pecuária;25 kg;0
PENNISETUM GLAUCUM MILHETO BRS1501 SBS PURA VC75 500KG;Pecuária;500 kg;0
SEM. MILHETO PENN GLAUC CV BRS 1501 25KG;Pecuária;25 kg;0
SEM. MILHETO PENN GLAUC CV BRS 1501 500KG;Pecuária;500 kg;0
PENNISETUM GLAUCUM MILHETO BRS1501 SBS PURA TRATADA VC75 25KG;Pecuária;25 kg;0
PENNISETUM GLAUCUM MILHETO BRS 1501 SBS PURA VC75 500KG;Pecuária;500 kg;0
PENNISETUM GLAUCUM MILHETO BRS 1501 SBS PURA VC75 25KG;Pecuária;25 kg;0
PENNISETUM GLAUCUM MILHETO BRS 1501 SBS PURA TRATADA VC75 25KG;Pecuária;25 kg;0
MILHO HIBRIDO SHU3319 PRO3 20KG;Agricultura;20 kg;0
MILHO HIBRIDO L444 PRO2 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC75 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI SBS PURA VC80 05KG;Pecuária;05 kg;0
MEGATHYRSUS MAXIMUS MIYAGUI TENAZ SBS PURA VC72 30KG;Agricultura;30 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC75 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MOMBAÇA SBS PURA VC75 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC72 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC72 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC75 01KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC75 02KG;Pecuária;02 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC80 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC72 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS MOMBACA SBS PURA VC75 30KG;Pecuária;30 kg;0
MUCUNA PRURIENS MUCUNA CINZA SBS PURA VC80 25KG;Pecuária;25 kg;0
"NABO FORRAGEIRO, CV IPR 116  25KG";Pecuária;25 kg;0
"NABO FORRAGEIRO, CV IPR 116 - 25KG";Pecuária;25 kg;0
"NABO FORRAGEIRO, CV IPR 116  500KG";Pecuária;500 kg;0
RAPHANUS SATIVUS NABO FORRAGEIRO IPR116 SBS 1000KG;Pecuária;1000 kg;0
RAPHANUS SATIVUS NABO FORRAGEIRO IPR116 SBS 10KG;Pecuária;10 kg;0
RAPHANUS SATIVUS NABO FORRAGEIRO IPR116 SBS 25KG;Pecuária;25 kg;0
RAPHANUS SATIVUS NABO FORRAGEIRO IPR116 SBS 500KG;Pecuária;500 kg;0
CROTALARIA OCHROLEUCA;Pecuária;—;0
CROTALARIA OCHROLEUCA 25KG;Pecuária;25 kg;0
CROTALARIA OCHROLEUCA 500KG;Pecuária;500 kg;0
CROTALARIA OCHROLEUCA SBS 1000KG;Pecuária;1000 kg;0
CROTALARIA OCHROLEUCA SBS 25KG;Pecuária;25 kg;0
CROTALARIA OCHROLEUCA SBS 500KG;Pecuária;500 kg;0
CROTALARIA OCHROLEUCA PURA TRATADA SBS 25KG;Pecuária;25 kg;0
CROTALARIA OCHROLEUCA SBS 600KG;Pecuária;600 kg;0
CROTALARIA OCHROLEUCA PURA TRATADA SBS 500KG;Agricultura;500 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS BRS QUENIA SBS PURA VC80 500KG;Pecuária;500 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS VC 80 ESCARIFICADA 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS ESCARIFICADA VC90 30KG;Agricultura;30 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS ESCARIFICADA VC90 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA VC80 1000KG;Agricultura;1000 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA VC80 10KG;Agricultura;10 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA VC80 20KG;Agricultura;20 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA VC80 30KG;Agricultura;30 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA VC80 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA VC80 05KG;Agricultura;05 kg;0
UROCHLOA RUZIZIENSIS CV RUZIZIENSIS PURA TRATADA VC 80 30KG;Agricultura;30 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA TRATADA VC80 30KG;Agricultura;30 kg;0
UROCHLOA RUZIZIENSIS RUZIZIENSIS SBS PURA TRATADA VC80 500KG;Agricultura;500 kg;0
UROCHLOA RUZIZIENSIS TENAZ SBS PURA VC80 30KG;Agricultura;30 kg;0
OLIMPO IPRO;Agricultura;—;0
MITICA IPRO;Agricultura;—;0
COBRE I2X;Agricultura;—;0
SPARTA I2X;Agricultura;—;0
GUEPARDO IPRO;Agricultura;—;0
TORMENTA CE;Agricultura;—;0
HERA;Agricultura;—;0
SORGHUM BICOLOR (L) MOENCH BRS 373 SBS 1000KG;Pecuária;1000 kg;0
SORGHUM BICOLOR (L) MOENCH BRS 373 SBS 10KG;Pecuária;10 kg;0
SORGHUM BICOLOR (L) MOENCH BRS 373 SBS 500KG;Pecuária;500 kg;0
SORGO BRS 373;Pecuária;—;0
SORGO BRS 373 10KG;Pecuária;10 kg;0
SORGHUM BICOLOR (L) MOENCH BRS 661 SBS PURA VC90 10KG;Pecuária;10 kg;0
SORGO GRANIFERO BS222 C/ BENEFIC (500 MIL SEMENTES) SBS PURA VC80 25KG;Pecuária;25 kg;0
SORGO GRANIFERO BS326 TSI TOP BENEFIC+MAXIM ADVANCED + CRUISER 500K;Pecuária;—;0
SORGO NSX222 TOP 500K BOA SAFRA;Pecuária;—;0
"SORGO NSX222 TOP 500K SORGO NSX222 SBS PURA VC80 17,7KG";Pecuária;"17,7 kg";0
"SEM SORGO NSX326 TOP VC (SB) 18,5 KG";Pecuária;"18,5 kg";0
SORGO NSX326 TOP 500K BOA SAFRA;Pecuária;—;0
SORGHUM BICOLOR (L) MOENCH BRS PONTA NEGRA SBS 1000KG;Pecuária;1000 kg;0
SORGHUM BICOLOR (L) MOENCH BRS PONTA NEGRA SBS 500KG;Pecuária;500 kg;0
SORGHUM BICOLOR (L) MOENCH CV BRS PONTA NEGRA;Pecuária;—;0
SORGHUM BICOLOR (L) MOENCH CV BRS PONTA NEGRA  (BENEFIC) 10KG;Pecuária;10 kg;0
SORGHUM BICOLOR (L) MOENCH CV BRS PONTA NEGRA 10KG;Pecuária;10 kg;0
SORGHUM BICOLOR (L) MOENCH BRS PONTA NEGRA SBS 10KG;Pecuária;10 kg;0
SORGO SLP21K0005E TOP 500K BOA SAFRA;Pecuária;—;0
SORGO SLP21K0007E TOP 500K BOA SAFRA;Pecuária;—;0
CROTALARIA SPECTABILIS;Agricultura;—;0
CROTALARIA SPECTABILIS 25KG;Agricultura;25 kg;0
CROTALARIA SPECTABILIS 500KG;Agricultura;500 kg;0
CROTALARIA SPECTABILIS SBS 1000KG;Agricultura;1000 kg;0
CROTALARIA SPECTABILIS SBS 25KG;Agricultura;25 kg;0
CROTALARIA SPECTABILIS SBS 500KG;Agricultura;500 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC72 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC72 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC72 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC75 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC75 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC75 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC80 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC80 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC80 30KG;Pecuária;30 kg;0
MEGATHYRSUS MAXIMUS TANZANIA-1 SBS PURA VC80 500KG;Pecuária;500 kg;0
FAGOPYRUM ESCULENTUM MOENCH TRIGO MOURISCO IPR 91-BAILI SBS 1000KG;Pecuária;1000 kg;0
FAGOPYRUM ESCULENTUM MOENCH TRIGO MOURISCO IPR 91-BAILI SBS 25KG;Pecuária;25 kg;0
FAGOPYRUM ESCULENTUM MOENCH TRIGO MOURISCO IPR 91-BAILI SBS 500KG;Pecuária;500 kg;0
"TRIGO MOURISCO, CV IPR 91 BAILI  - 25KG";Pecuária;25 kg;0
"TRIGO MOURISCO, CV IPR 91 BAILI  25KG";Pecuária;25 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC35 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC35 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC35 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC35 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC50 1000KG;Pecuária;1000 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC50 15KG;Pecuária;15 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC50 20KG;Pecuária;20 kg;0
MEGATHYRSUS MAXIMUS ARUANA SBS  VC50 500KG;Pecuária;500 kg;0
MEGATHYRSUS MAXIMUS CV ARUANA;Pecuária;—;0
MEGATHYRSUS MAXIMUS CV ARUANA  S1 01 KG;Pecuária;01 kg;0
MEGATHYRSUS MAXIMUS CV ARUANA VC 25 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV ARUANA VC 35 10KG;Pecuária;10 kg;0
MEGATHYRSUS MAXIMUS CV ARUANA VC 35 12KG;Pecuária;12 kg;0
MEGATHYRSUS MAXIMUS CV ARUANA VC 35 15KG;Pecuária;15 kg;0
